Doc,Word,Baseline,System
p04/d0868,Who,0,0
p04/d0868,wants,0,0
p04/d0877,Tennis,1,0
p04/d0877,is,0,0
p04/d0877,favourite,0,0
p04/d0877,sport,1,0
p04/d0888,going,0,0
p04/d0888,Paris,0,0
p04/d0909,went,0,0
p04/d0909,Bali,0,0
p04/d0909,summer,1,0
p04/d0960,bicycle,1,0
p04/d0960,is,0,1
p04/d1153,sort,0,0
p04/d1153,coalition,0,0
p04/d1153,mean,0,0
p04/d1194,people,0,0
p04/d1194,employed,0,0
p04/d1287,Logistics,1,0
p04/d1309,read,0,0
p04/d1309,Gospel,1,1
p04/d1394,Canadian,0,0
p04/d1394,city,1,1
p04/d1394,has,0,0
p04/d1394,largest,1,0
p04/d1394,population,1,0
p04/d1411,Tom,0,0
p04/d1411,is,0,0
p04/d1411,aggressive,1,1
p04/d1411,driver,1,1
p04/d1430,upper,0,0
p04/d1430,right,0,0
p04/d1430,hurts,0,0
p04/d1440,He,0,0
p04/d1440,whispered,1,0
p04/d1457,travelling,0,0
p04/d1457,Paris,0,0
p04/d1472,paella,1,0
p04/d1478,parrot,1,1
p04/d1478,died,1,0
p04/d1478,yesterday,0,0
p04/d1484,drove,0,0
p04/d1484,hospital,1,1
p04/d1494,Tom,0,0
p04/d1494,hung,0,0
p04/d1494,diploma,1,1
p04/d1494,wall,1,0
p04/d1499,Tom,0,0
p04/d1499,headstrong,0,0
p04/d1501,worried,0,0
p04/d1514,enemy,1,1
p04/d1514,ships,1,0
p04/d1514,destroyed,0,0
p04/d1517,Tom,0,0
p04/d1517,thinks,0,0
p04/d1517,stole,0,1
p04/d1517,money,1,0
p04/d1518,Tom,0,0
p04/d1518,asked,1,1
p04/d1518,Mary,0,0
p04/d1518,knew,0,0
p04/d1518,John,0,0
p04/d1542,it,0,0
p04/d1569,Tom,0,0
p04/d1569,stalking,0,0
p04/d1590,Tom,0,0
p04/d1590,applauded,1,0
p04/d1591,Tom,0,0
p04/d1591,ordered,0,0
p04/d1593,He,0,0
p04/d1593,eating,0,0
p04/d1616,heavy,0,0
p04/d1616,bag,1,0
p04/d1630,he,0,0
p04/d1630,very,0,1
p04/d1630,kind,0,1
p04/d1632,He,0,0
p04/d1632,sang,0,0
p04/d1632,old,0,1
p04/d1632,songs,1,0
p04/d1644,He,0,0
p04/d1644,forged,1,1
p04/d1644,steel,1,0
p04/d1644,sword,1,1
p04/d1646,Tracy,0,0
p04/d1646,lost,0,0
p04/d1646,glasses,0,0
p04/d1656,He,0,0
p04/d1656,stood,0,0
p04/d1656,he,0,0
p04/d1656,wearing,0,0
p04/d1656,suit,1,0
p04/d1657,purse,0,0
p04/d1657,snatched,1,1
p04/d1657,arm,1,0
p04/d1660,China,0,0
p04/d1660,called,0,0
p04/d1660,Chinese,1,0
p04/d1662,drink,0,0
p04/d1662,coffee,1,1
p04/d1674,He,0,0
p04/d1674,lying,0,0
p04/d1674,bench,1,0
p04/d1680,Tom,0,0
p04/d1680,sleeping,0,0
p04/d1684,found,0,0
p04/d1684,stolen,1,1
p04/d1684,money,1,0
p04/d1685,owe,0,1
p04/d1698,Tom,0,0
p04/d1698,paid,1,0
p04/d1698,cash,1,0
p04/d1717,voyage,0,0
p04/d1717,America,0,0
p04/d1717,take,0,0
p04/d1717,weeks,1,1
p04/d1718,speak,0,0
p04/d1718,Japanese,0,0
p04/d1718,English,1,0
p04/d1718,French,1,0
p04/d1721,dieting,0,0
p04/d1724,busy,0,1
p04/d1729,mistaken,0,0
p04/d1765,Tom,0,0
p04/d1765,baking,0,0
p04/d1765,pizza,1,1
p04/d1768,Tom,0,0
p04/d1768,allergic,0,0
p04/d1768,shellfish,1,1
p04/d1797,beautiful,1,1
p04/d1797,sister,1,1
p04/d1816,Tom,0,0
p04/d1816,ate,0,1
p04/d1816,dinner,1,0
p04/d1816,hour,1,0
p04/d1834,toe,1,0
p04/d1834,bleeds,0,0
p04/d1839,Tom,0,0
p04/d1839,committed,0,0
p04/d1839,suicide,1,0
p04/d1850,Tom,0,0
p04/d1850,type,0,0
p04/d1859,Tom,0,0
p04/d1859,looking,0,0
p04/d1859,Mary,0,0
p04/d1867,Chuck,0,0
p04/d1867,ball,1,0
p04/d1876,were,0,0
p04/d1876,glasses,0,0
p04/d1883,Tom,0,0
p04/d1883,showed,0,0
p04/d1883,picture,1,0
p04/d1883,Mary,0,0
p04/d1899,Tom,0,0
p04/d1899,very,0,0
p04/d1899,fast,0,0
p04/d1899,he,0,0
p04/d1926,dog,1,0
p04/d1926,chewed,1,1
p04/d1926,ball,1,1
p04/d1927,arrived,1,1
p04/d1927,flight,0,1
p04/d1930,have,0,1
p04/d1930,cattle,1,1
p04/d1952,Tom,0,0
p04/d1952,stammered,0,0
p04/d1961,Tom,0,0
p04/d1961,misbehaved,1,1
p04/d1985,boat,1,1
p04/d1985,anchored,0,1
p04/d1985,shore,1,0
p04/d2015,Tom,0,0
p04/d2015,gained,0,0
p04/d2015,pounds,1,0
p04/d2024,Tom,0,0
p04/d2024,very,0,0
p04/d2024,angry,1,1
p04/d2024,Mary,0,0
p04/d2024,took,0,0
p04/d2024,long,0,0
p04/d2024,time,0,0
p04/d2024,placate,0,0
p04/d2028,play,0,0
p04/d2028,squash,0,1
p04/d2054,Tom,0,0
p04/d2054,rather,0,0
p04/d2054,weak,1,0
p04/d2056,Tom,0,0
p04/d2056,whispering,0,0
p04/d2056,Mary,0,0
p04/d2061,Tom,0,0
p04/d2061,whistle,0,0
p04/d2064,Nobody,0,0
p04/d2064,saw,0,0
p04/d2077,Tom,0,0
p04/d2077,crushed,0,0
p04/d2077,box,1,0
p04/d2077,foot,1,1
p04/d2078,Tom,0,0
p04/d2078,bought,1,0
p04/d2078,Mary,0,0
p04/d2122,Tom,0,0
p04/d2122,showed,0,0
p04/d2122,Mary,0,0
p04/d2122,picture,1,0
p04/d2122,dog,1,1
p04/d2124,has,0,0
p04/d2124,big,0,0
p04/d2124,butt,0,0
p04/d2169,game,1,0
p04/d2169,over,0,0
p04/d2187,Tom,0,0
p04/d2187,complained,1,1
p04/d2187,high,0,1
p04/d2187,prices,0,1
p04/d2190,forgot,0,1
p04/d2210,He,0,0
p04/d2210,visited,1,0
p04/d2210,France,0,0
p04/d2210,times,0,0
p04/d2212,It,0,0
p04/d2212,hard,0,0
p04/d2233,Why,0,0
p04/d2233,ship,1,1
p04/d2233,moving,0,0
p04/d2244,Tom,0,0
p04/d2244,picked,0,0
p04/d2244,cat,1,0
p04/d2252,dead,0,0
p04/d2254,It,0,0
p04/d2254,cost,0,0
p04/d2273,braver,1,0
p04/d2285,brush,0,0
p04/d2285,teeth,0,0
p04/d2285,toothbrush,1,1
p04/d2286,hung,0,0
p04/d2286,washing,0,0
p04/d2286,line,0,0
p04/d2290,Ultraviolet,0,0
p04/d2290,rays,0,0
p04/d2290,harmful,1,1
p04/d2303,want,0,0
p04/d2303,puppy,1,0
p04/d2307,Tom,0,0
p04/d2307,got,0,0
p04/d2307,test,0,0
p04/d2327,overslept,1,1
p04/d2327,alarm,0,0
p04/d2327,go,0,0
p04/d2330,He,0,0
p04/d2330,out,0,0
p04/d2339,bird,1,0
p04/d2339,looking,0,0
p04/d2339,worms,1,1
p04/d2366,Tom,0,0
p04/d2366,watching,0,0
p04/d2376,smoking,0,0
p04/d2376,Cuban,0,0
p04/d2376,cigar,1,1
p04/d2386,caught,0,0
p04/d2386,terrible,0,0
p04/d2386,cold,1,0
p04/d2423,withdrew,1,0
p04/d2423,head,1,0
p04/d2423,window,1,0
p04/d2469,received,1,0
p04/d2469,e-mails,0,0
p04/d2472,suffering,0,0
p04/d2472,chronic,1,0
p04/d2472,constipation,1,1
p04/d2478,Tom,0,0
p04/d2478,likes,0,0
p04/d2478,Mexican,0,0
p04/d2478,food,1,0
p04/d2483,is,0,0
p04/d2483,Pierrot,0,0
p04/d2483,sister,1,0
p04/d2493,Declawing,1,1
p04/d2493,cats,1,0
p04/d2493,forbidden,1,1
p04/d2502,can,1,0
p04/d2502,leaking,0,1
p04/d2513,name,1,1
p04/d2513,is,0,0
p04/d2514,sacked,0,0
p04/d2524,speak,0,0
p04/d2524,Turkish,1,0
p04/d2532,He,0,0
p04/d2532,earned,0,0
p04/d2532,it,0,0
p04/d2572,listen,1,0
p04/d2572,Chopin,1,0
p04/d2576,slept,1,1
p04/d2585,really,0,0
p04/d2620,He,0,0
p04/d2620,years,0,0
p04/d2620,older,0,0
p04/d2620,he,0,0
p04/d2620,shorter,0,0
p04/d2647,country,0,0
p04/d2647,born,0,0
p04/d2743,prince,1,0
p04/d2743,princess,1,0
p04/d2743,fell,0,1
p04/d2743,instantly,0,0
p04/d2764,go,0,0
p04/d2764,party,0,0
p04/d2781,have,0,0
p04/d2781,boats,1,1
p04/d2790,thermometer,1,1
p04/d2790,stood,0,0
p04/d2790,degrees,0,0
p04/d2793,Tom,0,0
p04/d2793,dishonest,1,0
p04/d2803,conference,1,0
p04/d2803,attracted,1,0
p04/d2803,diplomats,1,0
p04/d2804,ruin,0,0
p04/d2820,touch,0,0
p04/d2820,blue,0,0
p04/d2820,button,0,0
p04/d2825,Tom,0,0
p04/d2825,drove,0,0
p04/d2825,Mary,0,0
p04/d2825,hospital,1,0
p04/d2828,handed,0,0
p04/d2828,map,1,0
p04/d2829,going,0,0
p04/d2829,cinema,0,0
p04/d2848,dropped,1,1
p04/d2865,have,0,0
p04/d2865,time,0,0
p04/d2865,money,0,0
p04/d2877,dreamt,0,1
p04/d2877,wild,0,0
p04/d2877,jaguars,1,1
p04/d2903,busy,0,0
p04/d2903,Tom,0,0
p04/d2907,submarine,1,0
p04/d2907,dive,0,0
p04/d2907,feet,0,0
p04/d2915,He,0,0
p04/d2915,graduated,1,1
p04/d2915,Harvard,0,0
p04/d2935,reading,0,0
p04/d2935,book,1,0
p04/d2937,He,0,0
p04/d2937,dumped,0,0
p04/d2937,phone,0,0
p04/d2945,am,0,0
p04/d2945,Brazil,0,0
p04/d2949,He,0,0
p04/d2949,shot,0,0
p04/d2980,Tom,0,0
p04/d2980,meet,0,0
p04/d2980,Mary,0,0
p04/d2980,somewhere,0,0
p04/d2980,Boston,0,0
p04/d3003,short,0,0
p04/d3003,cash,1,0
p04/d3011,He,0,0
p04/d3011,speak,0,1
p04/d3011,English,1,1
p04/d3017,child,1,0
p04/d3017,eating,0,0
p04/d3017,meat,1,0
p04/d3028,Tom,0,0
p04/d3028,wrote,0,0
p04/d3028,postcards,1,1
p04/d3042,accident,1,0
p04/d3042,occurred,0,0
p04/d3045,passport,0,0
p04/d3045,expired,0,0
p04/d3052,are,0,0
p04/d3057,awful,0,0
p04/d3057,hog,1,1
p04/d3063,river,1,1
p04/d3063,feet,0,0
p04/d3063,deep,0,0
p04/d3073,elected,1,0
p04/d3073,John,0,0
p04/d3073,captain,0,0
p04/d3073,team,1,0
p04/d3109,Nobody,0,0
p04/d3109,knows,0,0
p04/d3135,Why,0,0
p04/d3135,year,1,0
p04/d3135,old,0,0
p04/d3135,landlord,1,1
p04/d3135,buy,0,1
p04/d3135,trampoline,1,1
p04/d3138,boss,0,0
p04/d3138,so,0,0
p04/d3138,stupid,0,0
p04/d3160,desk,1,1
p04/d3160,cost,0,0
p04/d3160,yen,0,0
p04/d3230,He,0,0
p04/d3230,standing,0,0
p04/d3230,wall,1,0
p04/d3302,Tom,0,0
p04/d3302,elected,1,1
p04/d3302,president,1,1
p04/d3319,believe,0,0
p04/d3319,years,0,0
p04/d3319,old,0,0
p04/d3321,itch,0,0
p04/d3321,everywhere,0,0
p04/d3337,bicycle,1,1
p04/d3337,flat,0,0
p04/d3385,had,0,0
p04/d3385,cup,0,0
p04/d3385,coffee,1,1
p04/d3388,true,0,0
p04/d3388,he,0,0
p04/d3388,won,0,0
p04/d3388,race,1,1
p04/d3389,always,0,0
p04/d3389,walks,0,0
p04/d3389,school,0,0
p04/d3392,Mary,0,0
p04/d3392,wearing,0,0
p04/d3392,pink,0,0
p04/d3392,blouse,1,1
p04/d3392,matching,0,0
p04/d3392,miniskirt,1,1
p04/d3409,T-shirt,0,0
p04/d3409,costs,0,0
p04/d3409,dollars,1,0
p04/d3414,cat,1,0
p04/d3414,ran,0,0
p04/d3435,Tom,0,0
p04/d3435,grabbed,0,0
p04/d3435,Mary,0,0
p04/d3435,arm,1,0
p04/d3435,pulled,1,0
p04/d3435,door,1,1
p04/d3448,Syrians,0,0
p04/d3448,are,0,0
p04/d3448,refugees,1,0
p04/d3457,Mary,0,0
p04/d3457,studying,0,0
p04/d3457,room,1,0
p04/d3462,Harry,0,0
p04/d3462,is,1,0
p04/d3462,wizard,0,0
p04/d3485,Galileo,0,0
p04/d3485,died,1,0
p04/d3493,found,0,0
p04/d3493,job,0,0
p04/d3546,book,0,0
p04/d3546,is,0,0
p04/d3547,read,0,0
p04/d3547,report,1,0
p04/d3547,wrote,0,0
p05/d0018,man,1,0
p05/d0018,playing,0,1
p05/d0235,want,0,0
p05/d0235,pen,1,0
p05/d0235,lend,0,0
p05/d0235,it,0,0
p05/d0718,Masterpieces,1,0
p05/d0718,seized,0,0
p05/d0718,Nazis,1,1
p05/d0718,found,0,0
p05/d0718,Berlin,0,0
p05/d0780,lift,0,0
p05/d0780,right,0,0
p05/d0780,arm,1,0
p05/d0781,working,0,0
p05/d0781,Tokyo,0,0
p05/d0789,Who,0,0
p05/d0789,talking,0,0
p05/d0793,dog,1,0
p05/d0793,went,0,0
p05/d0804,is,0,0
p05/d0804,book,0,0
p05/d0806,watch,1,0
p05/d0806,is,0,0
p05/d0806,desk,1,1
p05/d0814,used,0,0
p05/d0814,coal,1,0
p05/d0820,red,0,0
p05/d0820,skirt,1,0
p05/d0820,new,1,1
p05/d0822,live,0,0
p05/d0822,town,1,0
p05/d0822,parents,1,0
p05/d0822,country,0,0
p05/d0830,Nobody,0,0
p05/d0830,solved,1,0
p05/d0830,problem,0,0
p05/d0838,He,0,0
p05/d0838,cut,0,0
p05/d0838,meat,1,0
p05/d0838,knife,1,1
p05/d0846,know,0,0
p05/d0848,picked,0,1
p05/d0848,flowers,1,0
p05/d0859,hated,1,1
p05/d0859,husband,1,0
p05/d0867,wash,0,0
p05/d0868,crowd,1,0
p05/d0868,gathered,0,0
p05/d0868,street,0,0
p05/d0890,born,0,0
p05/d0890,Barcelona,0,0
p05/d0895,favourite,0,0
p05/d0895,band,0,0
p05/d0895,is,0,0
p05/d0904,eat,1,1
p05/d0904,apple,1,1
p05/d0915,girlfriend,0,0
p05/d0915,very,0,1
p05/d0915,jealous,0,0
p05/d1089,shook,0,0
p05/d1089,head,1,0
p05/d1268,family,1,0
p05/d1268,staying,0,0
p05/d1268,Netherlands,0,0
p05/d1384,stationed,1,0
p05/d1390,female,0,0
p05/d1390,stabbed,0,0
p05/d1390,back,1,0
p05/d1390,knife,0,0
p05/d1392,Who,0,0
p05/d1392,married,0,0
p05/d1394,rooms,0,0
p05/d1394,are,0,0
p05/d1395,Who,0,0
p05/d1395,sang,0,0
p05/d1423,rabbits,1,0
p05/d1423,hopping,1,0
p05/d1423,lawn,1,1
p05/d1440,people,0,0
p05/d1440,attended,1,0
p05/d1440,meeting,1,0
p05/d1448,quit,0,0
p05/d1448,playing,0,1
p05/d1457,ashamed,1,1
p05/d1472,Mary,0,0
p05/d1472,wore,0,1
p05/d1472,false,0,0
p05/d1472,eyelashes,1,1
p05/d1480,He,0,0
p05/d1480,hugged,0,0
p05/d1480,tightly,1,0
p05/d1490,learning,0,0
p05/d1490,Esperanto,1,0
p05/d1545,devoted,0,0
p05/d1545,life,0,0
p05/d1545,music,1,0
p05/d1550,want,0,0
p05/d1550,buy,0,0
p05/d1550,doughnuts,0,0
p05/d1558,signed,0,0
p05/d1559,cake,0,0
p05/d1559,cost,0,0
p05/d1579,developing,0,0
p05/d1579,Android,0,0
p05/d1579,application,0,1
p05/d1581,Tom,0,0
p05/d1581,flirted,0,0
p05/d1581,Mary,0,0
p05/d1599,national,0,0
p05/d1599,is,0,0
p05/d1599,museum,1,1
p05/d1599,opened,0,1
p05/d1599,officially,0,0
p05/d1599,Romania,0,0
p05/d1601,cooking,0,0
p05/d1601,kitchen,1,1
p05/d1635,painting,0,0
p05/d1639,talked,1,1
p05/d1649,elected,1,1
p05/d1649,James,0,0
p05/d1649,chairman,0,0
p05/d1655,Tom,0,0
p05/d1655,got,0,0
p05/d1672,thirsty,0,0
p05/d1686,liked,0,0
p05/d1686,Tom,0,0
p05/d1700,very,0,1
p05/d1700,fond,0,0
p05/d1700,writing,0,0
p05/d1700,poems,1,1
p05/d1701,playing,0,0
p05/d1701,chess,0,0
p05/d1716,birch,0,0
p05/d1716,has,0,0
p05/d1716,white,0,0
p05/d1716,bark,1,0
p05/d1726,jumped,1,0
p05/d1747,rained,0,0
p05/d1747,days,0,0
p05/d1760,weigh,1,0
p05/d1760,kilograms,1,0
p05/d1765,Throw,0,0
p05/d1765,ball,1,0
p05/d1765,Tom,0,0
p05/d1792,Tom,0,0
p05/d1792,angry,1,1
p05/d1792,he,0,0
p05/d1795,holding,0,0
p05/d1795,it,0,0
p05/d1815,crows,1,0
p05/d1815,flying,0,0
p05/d1815,sky,1,0
p05/d1817,believe,1,1
p05/d1817,Elvis,0,0
p05/d1817,alive,1,0
p05/d1828,Unbuckle,1,1
p05/d1861,clock,1,0
p05/d1861,minutes,0,1
p05/d1861,fast,0,0
p05/d1874,recommended,0,0
p05/d1874,Tom,0,0
p05/d1894,Tom,0,0
p05/d1894,unsure,0,0
p05/d1897,cobbler,1,0
p05/d1897,is,0,0
p05/d1897,shoemaker,0,0
p05/d1902,car,1,0
p05/d1902,breaks,0,0
p05/d1902,walk,0,0
p05/d1904,watch,1,0
p05/d1904,minutes,0,0
p05/d1904,fast,0,0
p05/d1908,sat,0,0
p05/d1908,bedside,1,1
p05/d1908,hours,0,0
p05/d1932,men,0,0
p05/d1932,laughed,1,1
p05/d1993,He,0,0
p05/d1993,wrote,0,0
p05/d1993,long,0,0
p05/d1993,letter,1,0
p05/d2003,box,1,1
p05/d2003,well,0,0
p05/d2003,sealed,0,0
p05/d2006,He,0,0
p05/d2006,took,0,0
p05/d2006,day,0,0
p05/d2020,won,0,0
p05/d2026,misled,0,0
p05/d2036,station,1,1
p05/d2036,meters,1,0
p05/d2036,away,0,0
p05/d2049,racket,0,0
p05/d2049,belongs,1,1
p05/d2077,is,0,0
p05/d2077,book,0,0
p05/d2077,table,0,1
p05/d2089,taking,0,0
p05/d2094,Each,0,0
p05/d2094,sang,0,0
p05/d2094,song,1,0
p05/d2113,Marzipan,1,0
p05/d2113,pigs,0,0
p05/d2113,grunt,0,0
p05/d2117,Tom,0,0
p05/d2117,touched,0,0
p05/d2167,wounded,0,0
p05/d2167,comments,0,0
p05/d2168,Tom,0,0
p05/d2168,very,0,0
p05/d2168,calm,0,0
p05/d2172,going,0,0
p05/d2172,Japan,0,0
p05/d2172,friends,1,0
p05/d2186,accidentally,0,0
p05/d2186,deleted,0,0
p05/d2223,Coventry,0,0
p05/d2223,city,1,1
p05/d2223,UK,0,0
p05/d2260,Tom,0,0
p05/d2260,wearing,0,0
p05/d2260,leather,1,1
p05/d2260,shorts,0,0
p05/d2275,smart,0,0
p05/d2298,lend,0,0
p05/d2298,yen,0,1
p05/d2303,is,0,0
p05/d2303,apple,1,0
p05/d2313,romantic,0,0
p05/d2325,Tom,0,0
p05/d2325,broke,0,0
p05/d2340,hurry,0,0
p05/d2340,overtake,1,1
p05/d2361,coming,0,0
p05/d2361,ill,0,0
p05/d2368,box,1,0
p05/d2368,too,0,0
p05/d2368,bulky,0,0
p05/d2368,carry,0,0
p05/d2378,Tom,0,0
p05/d2378,shy,0,0
p05/d2383,understanding,0,1
p05/d2395,He,0,0
p05/d2395,dark,0,0
p05/d2395,handsome,0,0
p05/d2401,old,0,1
p05/d2425,antique,0,0
p05/d2425,clock,1,1
p05/d2425,worth,0,0
p05/d2425,dollars,1,0
p05/d2432,rose,0,0
p05/d2432,sky,1,0
p05/d2458,off,0,0
p05/d2460,cat,1,0
p05/d2460,drinking,0,0
p05/d2460,milk,1,0
p05/d2473,Tom,0,0
p05/d2473,knew,1,0
p05/d2473,who,0,0
p05/d2473,kidnappers,1,1
p05/d2473,were,0,0
p05/d2493,All,0,0
p05/d2493,speak,0,0
p05/d2493,French,1,0
p05/d2504,watched,1,0
p05/d2535,shy,0,0
p05/d2535,strangers,1,0
p05/d2539,He,0,0
p05/d2539,attempted,0,0
p05/d2539,sidestep,0,0
p05/d2539,conflict,1,0
p05/d2539,chief,0,0
p05/d2563,kind,0,0
p05/d2563,fish,1,0
p05/d2563,is,1,1
p05/d2579,born,0,0
p05/d2579,Nantes,0,0
p05/d2593,dyed,1,0
p05/d2593,hair,1,0
p05/d2593,blonde,0,0
p05/d2605,Mike,0,0
p05/d2605,entered,1,0
p05/d2605,room,1,0
p05/d2605,took,0,0
p05/d2605,coat,1,0
p05/d2605,put,0,0
p05/d2605,in,0,0
p05/d2605,chair,1,1
p05/d2617,He,0,0
p05/d2617,wrapped,0,0
p05/d2617,arms,0,0
p05/d2658,Tom,0,0
p05/d2658,exonerated,0,0
p05/d2674,want,0,0
p05/d2674,keep,0,0
p05/d2674,cat,1,0
p05/d2674,dog,1,0
p05/d2678,report,1,0
p05/d2678,rewritten,1,1
p05/d2691,hall,0,0
p05/d2691,holds,0,0
p05/d2691,people,0,0
p05/d2703,train,1,0
p05/d2703,left,0,0
p05/d2703,arrived,1,1
p05/d2724,was,0,0
p05/d2724,days,0,0
p05/d2745,He,0,0
p05/d2745,crossed,0,0
p05/d2745,days,0,0
p05/d2756,camera,1,0
p05/d2756,loaded,0,0
p05/d2756,film,0,0
p05/d2795,Dick,0,0
p05/d2795,played,0,0
p05/d2795,piano,1,0
p05/d2795,Lucy,0,0
p05/d2795,sang,0,0
p05/d2805,liked,0,0
p05/d2840,claimed,1,0
p05/d2840,he,0,0
p05/d2840,missed,0,1
p05/d2840,bus,1,1
p05/d2900,plane,0,0
p05/d2900,operational,0,0
p05/d2910,It,0,0
p05/d2910,Tom,0,0
p05/d2919,He,0,0
p05/d2919,defeated,0,0
p05/d2919,opponent,0,0
p05/d2919,election,1,1
p05/d2920,wearing,0,0
p05/d2920,nice,0,1
p05/d2920,hat,1,0
p05/d2956,air,1,0
p05/d2956,breathe,1,0
p05/d2956,consists,0,1
p05/d2956,oxygen,1,1
p05/d2956,nitrogen,1,1
p05/d2979,Tom,0,0
p05/d2979,kissed,0,0
p05/d2979,cousin,1,1
p05/d2981,interrupting,0,0
p05/d2985,marginalized,1,0
p05/d2986,buildings,1,0
p05/d2986,burned,0,0
p05/d3010,One,0,0
p05/d3010,speaks,0,0
p05/d3010,French,1,0
p05/d3010,France,0,0
p05/d3020,French,0,0
p05/d3041,Tom,0,0
p05/d3041,online,0,0
p05/d3071,room,1,0
p05/d3071,cleaned,1,1
p05/d3075,Tom,0,0
p05/d3075,got,0,0
p05/d3075,bike,0,0
p05/d3075,left,0,0
p05/d3078,paid,1,0
p05/d3078,tickets,1,0
p05/d3103,opinion,1,1
p05/d3103,unimportant,1,1
p05/d3105,English,1,0
p05/d3105,lesson,1,0
p05/d3105,started,0,0
p05/d3110,months,0,0
p05/d3110,pregnant,1,0
p05/d3118,clock,1,0
p05/d3118,made,0,0
p05/d3118,Switzerland,0,0
p05/d3129,desk,1,1
p05/d3129,heavy,0,0
p05/d3129,lift,0,0
p05/d3136,boat,1,0
p05/d3136,capsized,1,1
p05/d3139,spent,1,0
p05/d3139,vacation,1,0
p05/d3139,Australia,0,0
p05/d3143,splendid,0,0
p05/d3143,houses,1,0
p05/d3143,are,0,0
p05/d3144,umbrella,1,0
p05/d3144,use,0,0
p05/d3159,are,0,0
p05/d3159,rooms,0,1
p05/d3159,house,1,0
p05/d3176,likes,0,0
p05/d3210,taller,1,1
p05/d3210,Tom,0,0
p05/d3211,Someone,1,1
p05/d3211,knocked,0,0
p05/d3211,door,1,0
p05/d3216,very,0,0
p05/d3216,beautiful,1,1
p05/d3224,speak,0,0
p05/d3224,German,0,0
p05/d3263,office,1,1
p05/d3263,deserted,0,0
p05/d3297,Tom,0,0
p05/d3297,waved,0,0
p05/d3297,goodbye,0,0
p05/d3297,Mary,0,0
p05/d3321,Nobody,0,0
p05/d3321,noticed,0,0
p05/d3330,sing,1,0
p05/d3330,it,0,0
p05/d3330,English,1,0
p05/d3375,meat,1,1
p05/d3375,raw,0,0
p05/d3380,group,1,0
p05/d3380,foreigners,1,1
p05/d3380,arrived,1,0
p05/d3380,Edo,0,0
p05/d3380,Tokyo,0,0
p05/d3383,paid,1,1
p05/d3383,yen,0,0
p05/d3383,book,0,0
p05/d3412,lost,0,0
p05/d3412,bunch,1,0
p05/d3412,keys,1,0
p05/d3414,grabbed,0,0
p05/d3414,dog,1,0
p05/d3414,its,0,0
p05/d3414,collar,0,0
p05/d3418,Tom,0,0
p05/d3418,very,0,1
p05/d3418,late,0,0
p05/d3418,he,0,0
p05/d3440,favorite,0,0
p05/d3440,kind,0,0
p05/d3440,food,1,1
p05/d3451,lost,0,0
p05/d3451,wallet,1,1
p05/d3455,dog,1,0
p05/d3455,beautiful,1,1
p05/d3456,He,0,0
p05/d3456,young,0,0
p05/d3459,He,0,0
p05/d3459,melts,0,0
p05/d3459,copper,1,0
p05/d3467,help,0,0
p05/d3471,Bill,0,0
p05/d3471,lives,0,0
p05/d3471,sea,1,0
p05/d3490,left,0,0
p05/d3490,London,0,0
p05/d3516,elected,1,1
p05/d3516,president,1,0
p05/d3521,huge,0,0
p06/d0018,man,1,0
p06/d0018,playing,0,0
p06/d0023,person,1,0
p06/d0023,peeling,0,0
p06/d0023,banana,0,0
p06/d0713,Apple,0,0
p06/d0713,profits,0,0
p06/d0713,rose,0,0
p06/d0713,percent,0,0
p06/d0713,last,0,0
p06/d0713,quarter,0,0
p06/d0760,Scott,0,0
p06/d0760,reached,1,0
p06/d0764,Romania,0,0
p06/d0764,sent,0,0
p06/d0764,troops,0,0
p06/d0764,Iraq,0,0
p06/d0776,one,0,0
p06/d0776,too,0,0
p06/d0776,old,0,0
p06/d0776,learn,1,0
p06/d0785,Bill,0,0
p06/d0785,tall,0,0
p06/d0785,Bob,0,0
p06/d0786,is,0,0
p06/d0786,biggest,0,0
p06/d0786,city,0,0
p06/d0786,world,0,0
p06/d0818,attempted,0,0
p06/d0818,solve,1,0
p06/d0818,problem,0,1
p06/d0841,He,0,0
p06/d0841,cut,0,0
p06/d0841,rope,1,0
p06/d0841,teeth,0,0
p06/d0847,dressed,1,0
p06/d0847,quickly,0,0
p06/d0872,voted,1,0
p06/d0872,Ken,0,0
p06/d0875,He,0,0
p06/d0875,works,0,0
p06/d0875,lab,1,1
p06/d0876,He,0,0
p06/d0876,lives,0,0
p06/d0876,village,0,0
p06/d0877,started,0,0
p06/d0877,cry,0,0
p06/d0886,born,0,0
p06/d0886,Thailand,0,0
p06/d0897,killed,1,0
p06/d0897,knife,0,0
p06/d0908,criminal,1,0
p06/d0908,escaped,1,0
p06/d0908,prison,1,0
p06/d0910,rain,1,1
p06/d0910,lasted,1,0
p06/d0910,days,0,0
p06/d0911,uncle,1,0
p06/d0911,gave,0,0
p06/d0911,present,0,0
p06/d0927,Mary,0,0
p06/d0927,wearing,0,0
p06/d0927,plastic,1,0
p06/d0927,dress,1,0
p06/d0943,order,0,0
p06/d0943,Chinese,0,0
p06/d0947,sleeping,0,0
p06/d0951,sleepy,0,0
p06/d0956,sat,0,0
p06/d0956,next,0,0
p06/d1303,Frederick,0,0
p06/d1303,years,0,1
p06/d1303,old,0,0
p06/d1312,walked,1,0
p06/d1312,mountains,1,0
p06/d1325,TRANSFORMATION,1,1
p06/d1381,deep,0,0
p06/d1382,is,0,0
