Token,Labels gold,Labels baseline,Matches
beach,beach.n.01,beach.n.01,1
went,O,go.v.01,0
fishing,fish.v.02,fish.v.02,1
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
love,love.v.01,love.v.01,1
ice~cream,ice_cream.n.01,ice_cream.n.01,1
owl,owl.n.01,O,0
hoots,hoot.v.02,hoot.n.01,0
Many,O,O,1
philosophers,philosopher.n.01,philosopher.n.01,1
come,come.v.08,come.v.02,0
from,O,O,1
is,O,O,1
no,O,no.r.01,0
longer,O,longer.r.01,0
amused,amused.a.01,amused.a.01,1
is,O,O,1
addicted,addicted.a.01,addicted.a.01,1
to,O,O,1
alcohol,alcohol.n.01,O,0
was,O,O,1
stung,sting.v.02,sting.v.02,1
by,O,O,1
bee,bee.n.01,bee.n.01,1
scored,score.v.01,score.v.01,1
points,point.n.10,point.n.10,1
needs,need.v.02,need.v.01,0
coat,coat.n.01,coat.n.01,1
queen,queen.n.02,O,0
stood,stand.v.01,stand_up.v.01,0
beside,O,O,1
king,king.n.01,king.n.01,1
favorite,favorite.a.02,favorite.a.02,1
soccer~player,soccer_player.n.01,soccer_player.n.01,1
is,be.v.02,O,0
used,O,O,1
to,O,O,1
have,have.v.04,O,0
sports~car,sports_car.n.01,sports_car.n.01,1
ironed,iron.v.01,iron.v.01,1
shirts,shirt.n.01,shirt.n.01,1
documents,document.n.01,document.n.01,1
are,be.v.02,O,0
's,O,O,1
dropped,drop_off.v.03,drop.v.01,0
off,O,O,1
at,O,O,1
apartment,apartment.n.01,apartment.n.01,1
Nobody,person.n.01,person.n.01,1
can,O,O,1
help,help.v.01,help.v.01,1
one,person.n.01,person.n.01,1
is,O,O,1
invulnerable,invulnerable.a.01,invulnerable.a.01,1
used,O,O,1
to,O,O,1
be,be.v.08,O,0
dancer,dancer.n.01,dancer.n.01,1
danced,dance.v.01,dance.v.02,0
trusted,trust.v.01,trust.v.01,1
's,O,O,1
already,O,O,1
out~of~fashion,unfashionable.a.01,unfashionable.a.01,1
